Review,Topic,Sentiment
"works as advertised.  inexpensive.  doesn't feel &#34;cheap.&#34;  pretty simple to install. requires 2 people to put the TV on.  (one, if you're daring...)",4,Negative
well I wanted a mount and I got it. pricing was fine and it was a Prime item. Hardware and screws included were cheap. screw heads all crooked and horrible quality. I bought and used different hardware for my monitor. everything else seems ok,4,Negative
"I just mounted a Sharp 55&#34; TV with 400x400 mounting holes. The Cheetah Mount did not come with the correct screws (I believe they were M8) and I ended up having to go to a hardware store to pick them up, which was kind of a pain. The mount seems to be holding up fine after a few weeks, but it doesn't feel completely solid with the 45lb TV. I keep it closed, close to the wall, because I fear that if I fully extend it it will come off the wall.",2,Negative
"it holds my 27 inch tv to the wall with no problems, the articulating arm really helps in allowing you to squeeze it in to tight corners and get away with mounting it just about anywhere and if its in the way, just swing it against the wall and voila!  My only complaint is that since the mounting plate is universal it happened to block some of the connections on the back of the tv but since I dont use them it didnt bother me.",0,Negative
"I've unfortunately used other mounts before that cut off access to everything behind the tv and also that was so wide it mounted across to studs- thats as wide s the TV being mounted. Then the stars aligned and I found this baby. Mounts vertically on one stud, mounting bracket is approx 6 inched long so it disappears behind the tv. The articulating arms have adjustable tension settings and give full access to all cords and plugs all over the tv. The tv just floats really.Now the relly crazy part is that inside of the box (my box anyway) was a level to make sure the mount is square, a lens cloth to clean your screen, an hdmi to appreciate the cleanliness of your screen, and a key chain LED light! Also so mny spare screws that you are all but guaranteed to have you tv's mounting screws in the box. And nothing in the box seemed rinky dink, everything, including the level was all sturdy and well made. All that for $30!? This is the mount to buy,",0,Negative
"This Mount sucks.  The TV won't stay straight...it's always hanging at an angle, and make sit look very bad.  Don't buy this one.",0,Negative
"I should have expected as much for a product priced this cheap. Still, it's obvious that this product was manufactured cheaply without quality in mind. I would not recommend it.",4,Negative
"I had to cut a section off of the back of the mount before I screwed it to the back of my TV because it would have made my hdmi port inaccessible.  Othe than that, it comes with absolutely everything you need including a really nice little level and a quality hdmi cable.  If I didn't have to cut the plate with my hacksaw (which was a bit of work) I would have rated 5 stars.  I don't know if I would use this for as big a TV as it says as the 1 stud in your wall that this would mount to would probably warp over time and mess up the structure of your house.",2,Negative
"Use this for my girlfriends Sceptre 40&#34; LCD and it works just fine.  Seem's sturdy enough, only had to tighten up sum of the joints a little so it didn't move as easily.",4,Negative
I installed this unit in my RV for the kids room. I had to tighten a few screws (adjust the joints) a bit tighter for traveling and the tv never moves even on long hauls. Allows us to position the TV for our kids to see it no matter where they sit.,3,Negative
"Got this in 2 days, awesome! I used this mount to put up a 32"". Fairly straight forward install and was done in about 15 minutes. Included in the package are several different type of screws to accomodate a wide range of tv's.  A minor thing I encountered though is was I wasn't sure how to separate the bracket cover. I broke one of the clips in the process. All you have to do is pull it apart. No reason to spend $100 on a mount sold at your local stores. This is a solid mount.",2,Negative
"I needed this to install a TV in the bar I built in my basement. I didn't think about the stud situation until it arrived and has to mount this in the block wall. The anchors given with the unit are not great for this and had to get new from the hardware store. After installing it with the new anchors I mounted a 32"" Viera with no problems. I'm very happy with this purchase.",3,Negative
"I had some difficulty mounting this and had to make a few trips to the hardware store before we figured out a way to make it work for my walls.  It seems a little loose, which makes me nervous.",2,Negative
"I ordered this mount for my Insignia 26 inch LCD, NS-LDVD26Q-10A.  The TV's mounting holes are in a 4inch square pattern.  The mount's only holes in such a pattern are already used to bolt the plate to the arm, making this mount useless to me.I contacted the seller, and they said it SHOULD fit.  They are wrong. Hopefully, I can sell this on Craig's List.",0,Negative
This bracket is very versatile. You can adjust every aspect of the viewing angle and it takes up very little space. It comes with a selection of TV mounting screws so there should be a set to match your TVs&#8217; mounting holes. I mounted it to a wall stud using the heavy duty lag bolts that come with it. It&#8217;s going no where. It does have mounting hardware for drywall mount as well.I&#8217;m very happy with my decision to but this bracket.,2,Negative
"I bought this as it has so many reviews with a good rating and a great price, right? however I received one that didn't fit the 400x400mm VESA frame, it has manufacturing defects. Here's the detail:Installing the wall mount arm was pretty easy, you just need to drill two holes in the wall (you need a 3/8&#34; drill bit) and that's it. However, by the way, instructions are wrong as they say you should install the whole wall mount and then, attach the TV what is just really difficult (I tried it). So after not being able to do as instructions said I decided to unscrew the TV mount (the square that looks like an X in the picture) from the wall arm (it's only one screw that needs to be removed) to attach the TV and then put it back on the wall arm.Then that's how I found the problem... the square that has all the holes to set the extensions to fit the VESA frame for the TV has some manufacturing defects as it's not a square after all, one corner of the square is a little sorter than the others. In other words, the one I've received fits 3 of the 4 VESA frame on my TV, the last one is about 1&#34; far away.Other big problem is that the screws included are just crap, you need them to attach the extensions, but the screw gets worn (damaged thread). At least the ones I received got worn with a little torque, so I needed to buy some good screws (M6x16 I think).I'll update later how it went with the seller about this issue.",0,Negative
"Opened the box and it's missing the level.  The box was beat up pretty badly, which leads me to believe it was a previous return.",4,Negative
"Mounted a 32&#34; Westinghouse LCD tv that I'd say weighs around 30 pounds without the stand. The mount is flimsy with even half the weight it says it can hold. I tried tightening up the bolts, but then you can't bend or adjust the TV. As I have it now it's hard enough as it is to move and adjust.I also have a 46&#34; Mitsubishi TV that the manual says weighs about 60 pounds without the stand. I would never trust this mount with that TV.Bottom line: I wouldn't trust anything over 30 pounds with this mount.",0,Negative
"I am a big fan of Cheetah mounts as I have my other 60 inch mounted on one and its great.  But I will say this mount is poorly designed.  I know there is mixed reviews on here about it, and most are trying to say that this is user error or what have you.  But I have installed a number of wall mounts without issue.  The main problem I have found with this mount is the tilt.  They used a ball joint and three alan head screws connected to a plate to apply pressure to the ball joint, however if your TV is around 45-50 pounds this tilt feature fails and I was unable to get the ball joint tight enough to keep the tv tilted correctly!  I even ended up stripping the alan head screws!  So I went and bought different bolts and tightened them down as good as I could and I still had the same problem!  Cheetah mounts said this was a defect in the mount, but I don't think even if with a replacement that this issue would be resolved.  Poor design in my opinion.  Stay away from ball joints!  I would suggest adding some rubber to the ball joint, or change the design.  Also you may consider using torque heads instead of an alan head.  I am in the process of returning this for a different model and or brand.",0,Negative
"It does not support the weight of my 42&#34; TV very well without leaning or tilting, unless it is tightened enough to be difficult to move. Even with that, the arm doesn't seem strong enough for the weight at full extension. Mounting is difficult in supporting the TV weight while screwing in the back bracket. I would prefer a slot bracket with screws only for security.",0,Negative
"Very easy to install, very sturdy; I used this on my 26"" LCD HDTV...you really can't go wrong for the price, JUST BUY IT!The only thing I want to mention here; you may or may not have the same problem upon receiving the item; but, the HDMI cable and leveler shown in the picture and advertised as included were not in the box. Since this was sold by AMAZON.COM I contacted their customer service department but was given the runaround and told me to contact CheetahMounts directly on this issue.After contacting Cheetah Mounts they immediately shipped out an HDMI cable to my address, even though they told me it was an AMAZON.COM issue. FIGURES!Needless to say I got my HDMI cable but never got the LEVELER advertised. I really don't know who to blame on this one.The reason I gave 5 stars is that the product is an exceptional value...the only problems I had were with packaging/shipping.",0,Negative
An earlier review incorrectly said that a double-stud was needed to install this mount.  WRONG!  Read the instructions.For installation on a usual wall (with spaced wall studs) only use two large screws (one above the other).You use all four screws for masonry -- and I suppose few will be putting a smaller TV on a masonry wall.,2,Negative
"Mount seems sturdy enough but don't like the fact that the plate that attaches to the TV doesn't come off to mount the TV. You have to hold the TV up while you screw in 4 screws. Makes it a 2 person job. Haven't been able to use it yet because UPS did another wonderful job and destroyed the package. It arrived with the box battered and open with everything missing except a scratched up mount. Nice Job UPS. It was shipped in the retail box with no protection but it still should have made it in better shape. Cheetah Mounts was great and corrected the problem quickly and put up with my bitching. 5 stars for Cheetahs Cust service, 4 for the mount, 0 for the shipping.",4,Negative
I gave this 5 stars for a simple reason.the package arrived on time and had everything short of a screw gun needed to mount it.when I opened the box to watching tv took me less than10 minutes.2 minutes to disconect the arm connecting the tv plate from the wall plate.2 minutes each to connect the plate to the wall then the TV and a few minutes to reconnect the arm.If I had a second set of hands that would have taken 1 minute but holding the tv and connecting the arm was a little difficult.I did not need the extention plates as the base plate fit my 39&#34; toshiba tv.I have no reservation recommending this item and it came with an HDMI cord!!,2,Negative
"I purchased this mount a while back, and got a 40"" tv recently, does anyone know whether you could interchange the front plate of the mount to a 300mm by 300mm plate? I hate to waste it.",0,Negative
"Mount is sturdy, have 37&#34; on it. generally the motion is smooth for moving horizontally and in the z-axis. The tilt up/down setup is not. It's clearly meant to be set once and never adjusted. The design of the tilting mechanism is such that it requires that the TV be supported completely and then rotated. This essentially requires loosening the device, tilting the TV (by supporting it's weight with your hands), then tightening the device. Difficult to do alone, and not something you want to do often.",0,Negative
It works!! Everything is straight forward with no trick. The only difficulty is to hold the TV to mount it on the rack. That has nothing to do with the product.,4,Negative
"I am very stisfied with the quality of design, materials and workmanship of this mount.  When it's extended all the way, the TV can bounce, if you make it.  So it's not super rigid.  It is, very sturdy though.  The ball at the end allows for tilting, even rotating the TV.  Be aware that if you move this often, you'll have to straighten your tilted TV each time.  That's merely a trade-off for the versatility.I would highly recommend this, especially to someone who wants 20&#34; of extension from a mount.",2,Negative
"I was shocked by how difficult this mount is to install...This wasn't my first install but I am far from a pro.  I have used several mounts in my home, and this was by far the most difficult to install.Cable is nice but level is cheap.Seems sturdy but time will tell.",4,Negative
"I used two of these to mount my monitors from the wall. The arm is 20&#34;, which allows me to move them around quite a bit. They are solid and stiff, meaning the monitor will stay where you put it.I do have a pretty big caveat for this mount. The mounting plate does not remove from the arm. For the 27&#34; monitors I put on them, this is not a big deal. Holding them up to the plate and keeping the holes inline was difficult, even for the small monitors. This mount says it can mount up to 55&#34; TVs, which from a construction stand point is probably true, but it would be very difficult to hold it in place while someone else puts the bolts on. If you are mounting a tv, I suggest finding another mount where the plate separates from the mount.",2,Negative
"I have a 30"" Sony that weighs about 30 pounds mounted to this arm.If you level it folded up, then it's cockeyed when you move it out.If you level it out extended then it's cockeyed when you fold it back.After examination, there is too much slop in the joints.Even after tightening to the point of immobility it lacks the stiffness to properly support the TV without tilting to one side or the other.I can't see this being useful on anything but the smallest and lightest of monitors.The replacement has twin articulated arms. It was twice the price, but works 100 times better.I suspect all single joint arms suffer the same as this one.",0,Negative
Did get to try the product because it didn't fit my 32 inch TV. But  that was my fault because I should have called them and asked if it would fit.,0,Negative
"My boyfriend got this up and on the wall in no time.  I use it in my small home office which I also use as an exercise room.  The higher you put it in the wall, the longer the cords you may need to connect to a DVR or DVD player, unless you have an outlet in the middle of the wall.",3,Negative
"I can't recommend this mount for two big reasons.  It was extremely difficult to hang the TV, and we had three people holding the TV and one trying to screw in the screws.  The other problem is that it won't stay in a level position.  It droops towards the wall at the bottom.  I have tried to tighten the screws and it didn't do any good because it tightens against a cheap piece of plastic.  They are tightened as far as they can go.  Poor design and cheap quality of materials makes this an item to stay away from..",0,Negative
This mount's holding a 37&#34; TV with no problems. The only minor annoyance is it does seem to tilt down after adjusting.,2,Negative
"&#34;Successfully&#34; mounted my 47&#34; Vizio TV with this bracket. The tilt adjustment is absurd and impossible to use. The way the extension arms don't fit the TV is bizarre (TVs and monitors have standard holes! Why doesn't Cheetah know this?).... screws made of cheap metal that gets stripped easily. It was impossible to get the TV to stay in a particular tilt position, the instructions made no sense, and the clincher: one person has to hold up a 50 pound TV while the other person puts in four screws to fix it to the bracket. Why?!?!?!?In the end, I went to Costco and got a similar looking mount. It fit perfectly, is super sturdy and made perfect sense in every way. You fix a bracket to the TV and then just clip it on (of course). The new, Costco bracket cost almost twice as much, but it's worth every penny.THIS mount (Cheetah) what scares people away from DIY. Avoid!",0,Negative
"Maddening! My hubby and I have remodeled our home. That said, we have had our share of rolling eyes, eplectives and arguments. But we were pulling our hair out while assembling this. It is sooo dumb. It does not fit our Vizio 37&#34; despite others that said it worked.Problem #1: Unless your studs are EXACTLY on center, the unit will be off. ahhh. Go find one that has a sliding bar so you can do a mount on more than one stud and then move to find center.Problem #2: The square bracket required these additional 4 arms to be screwed on and then attached to the tv. The holes provided don't line up so only one screw is able to be used on each arm which means that it will lean A LOT off the wall. And honestly the screws never tightened up enough for our peace of mind. Addionally, despite all the serious screws and bolts that hold the mount to the wall, it does not matter one bit if your tv is really resting on some dinky little screws.Problem #3: the directions (albeit better than some electronic guides) leave a lot of questions and concerns.Problem #4: It doesn't come with alcohol.Problem #5: It states that you &#34;might&#34; need two people to mount the tv. Your kidding right? No crap, Captian Obvious.",0,Negative
"I've had well over six months of use with this product. I suspended a 32"" LCD TV in my sons room with it. It hasn't started to sag or give us any grief. My boys move the TV frequently to plug/unplug video game systems.Update after a year of constant use:Still holding strong, the brackets are still as tight as ever. I would buy another one if I needed it.",0,Negative
Very versatile!  The fours arms pivot to several positions.  And it had the ability to fit my Sony 40&#34; LCD nicely.  However - The jacks on my particular TV did not cooperate.  Regardless to how I manipulated the arms the plate was blocking access to many of the jacks.  I can't actually blame the Cheetah mount.  Bad luck?  Using the supplied spacers and long screws helped.  But I had to alter two arms by drilling extra holes.  My bad luck aside - I give this Cheetah mount 5 stars.,2,Negative
"If price weren't taken into consideration I would give this mount 2.5 stars, but since it is so inexpensive I give it 4. The joint hinges are very tight making it hard to extend the tv on and off of the wall without feeling like you are going to rip it out of the stud, and the manufacturer forgot to include the washers needed to mount the tv to the bracket. That being said, it is very sturdy, and for the price is a decent mount.",2,Negative
Mount is nice and cheap. However the TV is attached to the mount by a ball joint. The ball joint has 3 allen screws that may be tightened to hold the TV in place. Well the 3 screws are not enough. Our TV weighs 14lbs and it will not stay in place. It angles down and tilts to the side with no way to correct it.,0,Negative
"After attaching the four extensions to the mount, I used a stud finder and located a stud in the wall and screwed the mount ontothe wall. Then the TV was screwed onto the mount. It took about five minutes.  I prefer a mount that fits the size of my TV, butthis does the job of holding and swiveling the TV to face the bed. The price of the mount is the best I found.",2,Negative
"First off, there's not a whole lot to complain about when you get this for $25....that being said, this tv mount is definitely cheaply constructed.  It squeaked badly straight out of the box and the reason for that was a missing nylon washer on one of the articulating arms.  Those washers are there to prevent noise.  The quick remedy: I went to lowes and purchased some nylon plastic washers from the plumbing section for $1.50 and put them in.  The squeak is gone.  The other complaint about the mount is the tv mounting plate is not centered with the stud mount bracket when fully retracted.  This presented a problem because the stud above my fireplace is dead center and now the tv is off center 1.5"".  That stunk but I'll live.  Hope this helps!***update:  after leaving the tv mounted overnight, I woke up this morning to find the articulating arm bending and was resting on my mantle.  I had it mounted 3 inches above the mantle last night.  I'm sending this back ASAP!  Fyi: my television weighs 63 lbs and It says the weight limit is 65lbs so that must be when it breaks.......***",0,Negative
"After a preparing the wall, and making holes and finally mounting the TV... Disappointment. Some reviews pointed the same issue with the slacking of the arm with the weight of the tv is a fact. I went by all the positive reviews but cheap is what we pay and crap is what you get I guess is the situation. The mount itself is sturdy but the weight of the TV, which I purchsed is M320NV weighs about 20lbs will cause it to lean fwd. After all the hardwork to put it up, was pretty disappointing. I suggest go with another product. After all said and done it isnt worth taking it back off to put a new mount, plus the holes you will need to patch up.... Suggest go with a little more reliable mount then this one.",0,Negative
"Straightforward installation. Lots of tilt, turn and extension positioning. Great price. Everything included along with extra screws and spacers to fine tune the mounting. Very sturdy build. Mounted a 32&#34; Samsung TV with absolutely no problems. The most difficult part was screwing the large screws into stud in the wall. Good hefty size screws! Good and complete instructions",4,Negative
"My installer showed my a minor flaw on the mount, but for the size of the tv that I mounted, this flaw would not affect it.  Not the prettiest, but for a bedroom tv usage, it works.",3,Negative
"For the price, you cant beat it. It was very easy to install. No regrets. The HDMI cable and level were very convenient.",4,Negative
"This mount is heavy steel construction and looks robust enough to do the job (there's your two stars right there). However, I chose to return mine to Amazon and select a different mount. The reason: this design does not incorporate a removable VESA plate, so installation becomes a two-person job.I had expected to just fix the mount to the wall, attach the VESA plate to the TV, and then simply hang the TV with VESA plate attached onto the mount. Can't do it with this one. Since you cannot remove the VESA plate, you need to fix the mount onto the wall, then have someone hold the TV in the proper position while you attach it to the VESA plate. If you are mounting near the ceiling, you're doing this standing on a step ladder.I could have gotten someone to help, but I dislike stupid design and it ticked me off that this was even necessary. It would mean also getting help anytime I changed the TV, or if I wanted to use the mount in a different location.I'm returning this mount to Amazon, and replacing it with one of the mounts with removable VESA plate.",2,Negative
"After its installed, so far so good, but that's the key..getting it installed. There are absolutely no directions on how to mount the tv after you get it on the wall. All of the other brackets I have installed, (2) , have two straight pieces that are installed on the back of your tv & you hang it on the wall bracket, then tighten down the anchor screws. Not this one.That ""X"" piece is attached to the back of the tv then what? It can be figured out but there are no directions for that. You have to unscrew a pin with allen wrench , hold the tv in the air and line it up, then reinsert the pin. Two people is a must!! If not for the poor directions, I would give it a 5 because it does exactly what I needed it to do.What is so hard for these companies about putting complete directions in their products?",0,Negative
"I didn't like this mount the minute I opened up the package. Looked cheaply made and I didn't like the tilt mechanism. In all fairness, I didn't install it, I simply sent it back and opted for a higher quality mount.",0,Negative
"Looks durable, it has been holding my 32' LED Samsung Tv for about 5 months now and no problems or falls what so ever, good product.",4,Negative
"Just so you know, this mount doesn't fit 200x100.I know it doesn't say it does but I thought it would cause they say it will fit up to 400x400.Also, this is the second mount from them that I've bought.The first one only tilts downwards, when I tilt it up, it slowly goes down again.Not a bit deal cause I put that tv up high so that it should always point down anyways.Anyways, don't buy this if you got a 200x100 tv...Updated on 20 Feb 2014This mount does fit 200x100.They emailed me about the issue based on my original 3* review and gave me a claim number.They said to either email or call.I emailed them back but after no reply in 2 days I called the number.I was informed that they tested it to ensure fit.I was informed to turn the mount sideways so that the holes line up.Afterwards, I can just turn the mount on the ball so that it is right side up.This fixed my issue right up!Glad they got back to me because I was about to buy another mount.For the other issue, I was informed that I just have to tighten up the screws around the ball to keep it from falling back down.I was also told that because it was a few years old, it's an older model, the new and improved doesn't have this issue as easily.Either way, keep the screws tighten as needed.",0,Negative
"I found this wall mount easy to install and very sturdy.  It seemed heavier than the 32"" inch flat screen tv I mounted with it.  It included all the parts I would ever need for whatever tv I was mounting or wall situation.  It is made to install on a single stud with one lag screw top and bottom.  It had a nice (plastic) cover to cover the wall mount and lag screws with.  I didn't have a problem with the tv sagging or being level.  As soon as I screwed the flat panel to the mount it was there like a bear.  I did need help from my neighbor holding the tv while I lined up the mount to the holes on the tv.  I haven't played with the tilt yet.  There is an adjustment for that.  The scissor like arm that you can push or pull the tv away from the wall was a little stiff.  It will probably loosen up over time but you can tighten it up with the allen wrenchs they supply with the hardware.  Mine is a set it and forget it type of install so I had no problems with it.  It was a lot cheaper than some of the Sanus mounts I looked at and just as sturdy.  I had free shipping and it came a day early.",0,Negative
"mounted this and holds my 42 in tv no problem, able to adjust to any angle needed. Instructions are not particularly clear though. for the price it is a good buy.",4,Negative
"I had no problems mounting this tv bracket to accept my new 50&#34; Sony tv. Find the stud, mount the base and attach the tv. It adjusts to any angle you want. You do need to tighten the screws quite a bit that controls the tilt and it will be fine.",2,Negative
"The item works fine, seems very sturdy, and depending on the seller, can be bought for under 20 dollars. Unfortunately, the item sags once the tv is mounted. I wouldn't make the purchase again. I have the equivalent from monoprice, and it is much more sturdy.",4,Negative
"This would be a 5-star review except there are no screw-holes in the very center of the unit, which unfortunately is where my studs are.  So I used wall anchors on the sides and screws with washers under and adjacent to the frame in the center to mount it to the stud.  It wouldn't have been that difficult to cut another screw opening in the center.Apart from that, I got a sturdy TV mount plus some neat extras (bubble level and HDMI cable) for a ridiculously low price.",1,Negative
"I'm really happy that the mount is lightweight and puts together fine for a 32in that weighs surprisingly little. It takes no time to mount this up with the proper tools and mounting kit. The mounting kit is where this product went wrong. The smallest bolts, m4,are too short and the head is too small. even with the lock washer they provide, it will go through the mount holes when mounting the bracket to the tv. They provide washers which I'm assuming is for the large screws for the mounting plates, but there's only 3 that fit the large screws and one that fits the smallest bolt for mounting the bracket to the TV. I had to buy extra bolts and washers to mount my bracket and used a larger washer laying around for the large screws that goes in the wall. I have bought and mounted 4 other cheetah mounts and this model is the worst.",0,Negative
The little handels are to close to the TVs back panel. It is a pain to adjust tilt without removing the Tv  from the support.,0,Negative
"I have used cheetah mounts many times for my clients installations. I purchased a Cheetah APTMSB for a 32 "" TV I was hanging in a wall unit. Today I did the install and was really annoyed with the bracket. First the screws that mount the hanging brackets to the back of the TV had much smaller heads than the holes in the bracket. So it was time to get the washers out of the bag. The washers they supplied had a center hole that was twice the size of the the screw head. So I had to run out to a hardware store, and purchase washers that would fix the problem. Secondly the hanging brackets that adjusted the angle for the TV angle had screws with no nuts at all to lock the TV in position.So back to the hardware store now for nuts to lock the TV in position. Two hours wasted. By the time I was done I told myself no more cheetah mounts. I suggest buyers go for another brand the quality is going down .",0,Negative
"This unit is functional. I bought the 2B previously and decided on this one because it was cheaper. Mistake, since it is smaller than the 2B, I should have paid the extra.",0,Negative
"The Cheetah mount is a great combination of ruggedness, simplicity and price.  We followed instructions, assembled and installed the unit, and had the 32"" LCD mounted and operating within an hour.  I have no idea why local stores charge 4-5 times the price for a wall mount with no more capability than the Cheetah mount.We set the tilt angle before we attached the TV and avoided the adjustment issues mentioned in other ratings.",0,Negative
"Used this mount to put a 32 LCD TV on the wall. It's low profile helps keeps everything from intruding into the room. Since I bought an inexpensive TV, it did not come with mounting screws. Those included with the mount were not small enough. Luckily, I had saved mounting screws from another installation and it had the requisite screws. We did use the tilt feature which works well for a fixed setting.",4,Negative
"I needed a mount for a 32"" LCD for a bedroom wall.  Wanted nothing special (pan, tilt etc) and also wanted a very low cost.  This product fits all of those things. The only less than 5 star I'd award it is the design of tightening the final two mounting screws, which are in a hard to reach spot on the lower back.  If you have a long screw driver or really small hands this won't be an issue.",0,Negative
"This mount is based on a false premise: that a flat mounting bracket is superior to a standard mount. Nothing can be further from the truth.I mount about two large-screen TV's each week, and use a regular type wall mount. One recent customer demanded a flat mount that I discouraged him from getting. He found this one on Amazon, and who was I to argue with a paying customer?This design is tragically flawed. Nothing I write here is personal opinion (that is, I don't dislike it because of the color, price, shape or strange personal prefs). I don't like this flat-mount simply because this is the worst TV mount available.The only positive is the price is acceptable, in fact cheap, at just $25. For that sum you get a mount that you have to assemble (it comes in a tiny box), which was not a hassle at all.You mount it to the wall with the supplied lag bolts, which are heavy duty. The mounting rail and brackets appear fairly sturdy, so I had no fears that it would fail to support a 110 lb 55"" Panasonic Viera plasma TV. I would NOT trust this to plastic wall anchors. Unless you have two studs to mount the Cheetah rail onto, I wouldn't risk it. It would be sheer insanity to expect plastic mounts to support this weight, in my opinion.MAJOR PROBLEM: This mount is simply not wide enough for a 55"" TV, which is what it is designed for. The mounting holes on the back of the TV on this particular set are 32"" apart. The wall-mounted rail that the TV brackets are supposed to slide onto is 32.5"" long. That leaves a mere 1/2"" of wiggle room. I had my customer help me lift in onto the mount. This took, no kidding, 45 minutes of lifting 110 lbs up, sliding it down the wall (which of course left marks on his white wall), trying to get BOTH brackets to engage the rail with very small tolerances. We could always get one bracket to find the wall-mounted rail, but unless you are spot-on, it will not engage both. And with just "" to spare, I do mean SPOT-ON. I was stiff and sore by the time we hit the "" ""sweet"" spot and BOTH brackets found the mounting rail. Frustrating doesn't even begin to describe this experience. A couple of times we had to stop for a break for fear of dropping the TV. It was just way too tight a fit.Then there's the tilt feature, reportedly 15 degrees. Since the flat mount puts the TV just two, yes two (2), inches from the wall, it was literally impossible to look behind the TV to find the adjusting screws on the bracket that is screwed to the TV. This does not use hand-turn knobs that you can blindly reach for; you need to try to stick your arm between the wall and TV, get a screwdriver to line up with the tiny screws on BOTH sides, loosen them, adjust the TV tilt, then repeat the process to tighten it. Well, my arm is more than 2"" thick, so I could not reach behind to set the 15-degree tilt to the client's tastes. I told him that we'd have to UNMOUNT it from the wall, adjust the brackets to an eyeball approximation, and remount the TV and see if the new tilt was preferable. After the first 45 minute mounting experience, needless to say, he was not a fan of this proposal. So, his $2500 TV is at a tilt he does not like one bit.Now, since it weighs a ton, this TV is not going to fall off. But if we WANTED to secure it, we would have had to attempt the very same screw-tightening feat of magic from the bottom of the set, turning two screws which hook the lower ends of the TV-mounted brackets to the bottom portion of the rail. We had his 6-year old daughter try. She 1) could not see the screws because even with the side of her head pressed firmly against the wall, her eye is more than 2"" from the wall meaning she could not see the screws on the bottom of the bracket behind the TV; and 2) she could not, despite multiple attempts, reach behind the TV to even find the securing screws. So, it's hooked to the top rail, and the bottom rail is doing nothing. It is not supporting the weight of the TV OR securing it from falling off. But again, at 110 lbs, it's not going to lift itself off the top rail, so that's not a concern.These issues are not possible to overcome. It is not idiosyncratic. It is the burden you accept when you use a flat mount of this type.Why not get one that mounts your TV 6"" from the wall versus 2"" and allow yourself access to the tilt adjustment and locking screws?This close fit to the wall also makes it impossible to attach cables AFTER it is mounted. On this TV set, the HDMI/USB/AV plugs are on the side, and you have to try a blind stick of the cable into a hole you can't see. No matter where the plugs were, there is NO WAY you are going to get cables into a two-inch space to attach cables once it's on the wall. It's literally impossible. And I don't use that word lightly. Luckily, we attached the cables BEFORE our 45"" mounting odyssey. (Of course, since the cables were dangling when we were lifting the TV, they would invariably fall out, meaning we'd have to set it down, plug the cable back in, and start over.) One cable unfortunately fell out when we were done getting the TV on the wall, and we were unable to reinsert it because, as stated, we can't see behind the TV. So, he now has two, not three, HDMI cables available for peripheral devices. And trust me, we were not going to take it down to stick that single HDMI cable back in. I would have gladly walked off the job.I would only recommend a Cheetah flat mount for masochists and sick individuals who want to kill themselves when so many better mounts are available, albeit at a slightly higher price.From now on, if a client insists on a flat mount, I'm referring them to another installer. My back hurt the next day from lifting that massive plasma for 45 minutes up the wall, sliding it up/down over and over and over (and over again), finding we missed the mounting rail each time. It was a true nightmare.That's never happening to me again. And if you disregard this post, don't say I didn't warn you.==========UPDATE 12/16/13Cheetah apparently reads every Amazon review, because they contacted me about my negative comments. They offered either an upgraded mount, or a total refund and I keep the one I have. Since there's no way I'm dismounting this TV, I accepted their refund offer. That's pretty good customer service, and they promised they would take my comments into account on new design proposals. You can't beat that with a stick.Thanks Cheetah!!",0,Negative
"Does its job, hides behind the TV. Issues are as follows:a) Too little clearance behind the TV to plug in the wires or make changes.b) Tilt action has 2 hooks on each side and either you leave them lose or tighten them in place for a fixed tilt angle, changing them is not easy as the bolt for the inside hooks are hard to reach esp. given the clearance from the wall and the height and depth of the bolt from the side.c) Screws to the bottom are too difficult to reach and you could get into an issue with removing the TV if these screws are too tight i.e. if you need to pull the TV down and rehang it.d) Level bubble is off do not rely on it and buy yourself a better one from another source.e) Overall the the mount is sturdy and cheap compared to retail but there are issues that need to be dealt with.f) Worked flawlessly with my Sony 55"" 3D TV no issues hooking it up.",0,Negative
"This is a sturdy mount, as far as being able to fully support larger TVs... but the design is not as good as the mounts with a one-piece backing.  This is actually four pieces bolted together, which does not work quite as good as the other mounts I have bought that have one solid piece that goes against the wall.",2,Negative
"the right bar was missing from the box. it is really uncomfortable to tighten the bottom screws after every thing is assembled. You have to go out and buy better tools to set this up, conventional drill bits and screw drivers wont work. you need to get a 1/8&#34; drill bit, which two of my sets didn't have and an 8 - 9 inch screw driver to tighten the bottom screws.",0,Negative
"This is a good wall mount overall. However, it is not exactly as it described on its box and advertising photo.. . There is NO built-in leveler on the mount as it shows(It does come with an individual leveler though). It provides different sizes of screws and also washer for mounting your TV to the bracket, but NONE of the screws are short enough for my 32"" Haier TV (Luckily, I can use the screws from my old wall mount which I am replacing with this one).",2,Negative
"Adquiri esta base para instalar un LG LCD de 32 pulgadas, siendo esta una base universal, cuadra perfectamente para el TV, pero lo unico es que hay que usar unos tornillos que trae el TV para otra base y tratar de adaptarlos a la base Cheetah ya que los tornillos que trae la base Cheetah no encuadran en la parte trasera del TV.La base es facil de armar y de instalar, trae los anclajes para pared de concreto, drywall o madera. Trae un nivel que te ayuda a instalar la base de forma derecha sin inclinaciones.Excelente base. Recomendada",2,Negative
"I couldn't be happier with this wall mount. It was simple to install, comes with a myriad of hardware to mount it to any wall, and has a built in leveling bubble to get it straight.",4,Negative
